patID,TotWind,NotAnalyzed,PercentNotAnalyzed,PercentAFWind,PercentLowQualityWind
"u09_Headarray - Mid level autonomy",706,660,93.4844,0,93.4844
"u09_Joystick - Teleoperation",211,124,58.7678,0,58.7678
"u09_Joystick - Low level autonomy",571,535,93.6953,0,93.6953
"u09_Joystick - Mid level autonomy",654,504,77.0642,0,77.0642
"u09_Sip-n-puff - Teleoperation",886,777,87.6975,0,87.6975
"u10_Headarray - Teleoperation",886,777,87.6975,0,87.6975
"u10_Headarray - Low level autonomy",886,777,87.6975,0,87.6975
"u10_Headarray - Mid level autonomy",886,777,87.6975,0,87.6975
"u10_Joystick - Teleoperation",886,777,87.6975,0,87.6975
"u10_Joystick - Low level autonomy",886,777,87.6975,0,87.6975
"u10_Joystick - Mid level autonomy",886,777,87.6975,0,87.6975
"u10_Sip-n-puff - Teleoperation",886,777,87.6975,0,87.6975
"u11_Headarray - Teleoperation",241,241,100,0,100
"u11_Headarray - Low level autonomy",301,239,79.402,0,79.402
"u11_Headarray - Mid level autonomy",736,333,45.2446,0,45.2446
"u11_Joystick - Teleoperation",181,181,100,0,100
"u11_Joystick - Low level autonomy",234,169,72.2222,0,72.2222
"u11_Joystick - Mid level autonomy",611,469,76.7594,0,76.7594
"u11_Sip-n-puff - Teleoperation",691,584,84.5152,0,84.5152
"u12_Headarray - Teleoperation",195,195,100,0,100
"u12_Headarray - Low level autonomy",331,331,100,0,100
"u12_Headarray - Mid level autonomy",525,525,100,0,100
"u12_Joystick - Teleoperation",121,121,100,0,100
"u12_Joystick - Low level autonomy",316,316,100,0,100
"u12_Joystick - Mid level autonomy",631,631,100,0,100
"u12_Sip-n-puff - Teleoperation",631,631,100,0,100
"u13_Headarray - Teleoperation",316,165,52.2152,0,52.2152
"u13_Headarray - Low level autonomy",556,227,40.8273,0,40.8273
"u13_Headarray - Mid level autonomy",841,423,50.2973,0,50.2973
"u13_Joystick - Teleoperation",181,49,27.0718,0,27.0718
"u13_Joystick - Low level autonomy",232,63,27.1552,0,27.1552
"u13_Joystick - Mid level autonomy",571,301,52.7145,0,52.7145
"u13_Sip-n-puff - Teleoperation",732,279,38.1148,0,38.1148
"u14_Headarray - Teleoperation",196,0,0,0,0
"u14_Headarray - Low level autonomy",211,18,8.5308,0,8.5308
"u14_Headarray - Mid level autonomy",736,0,0,0,0
"u14_Joystick - Teleoperation",166,0,0,0,0
"u14_Joystick - Low level autonomy",406,100,24.6305,0,24.6305
"u14_Joystick - Mid level autonomy",510,47,9.2157,0,9.2157
"u14_Sip-n-puff - Teleoperation",451,96,21.286,0,21.286
